STATE|STATEFP|PLACEFP|PLACENAME|TYPE|FUNCSTAT|COUNTY
AL|01|78240|Valley Head town|Incorporated Place|A|DeKalb County

AL|01|78264|Vance town|Incorporated Place|A|Bibb County, Tuscaloosa County

AL|01|78480|Vernon city|Incorporated Place|A|Lamar County

AL|01|78552|Vestavia Hills city|Incorporated Place|A|Jefferson County, Shelby County

AL|01|78984|Vina town|Incorporated Place|A|Franklin County

AL|01|79008|Vincent town|Incorporated Place|A|Shelby County, St. Clair County, Talladega County

AL|01|79272|Vredenburgh town|Incorporated Place|A|Monroe County

AL|01|79344|Wadley town|Incorporated Place|A|Randolph County

AL|01|79488|Waldo town|Incorporated Place|A|Talladega County

AL|01|79728|Walnut Grove town|Incorporated Place|A|Etowah County

AL|01|79944|Warrior city|Incorporated Place|A|Jefferson County

AL|01|80064|Waterloo town|Incorporated Place|A|Lauderdale County

AL|01|80256|Waverly town|Incorporated Place|A|Chambers County, Lee County

AL|01|80352|Weaver city|Incorporated Place|A|Calhoun County

AL|01|80376|Webb town|Incorporated Place|A|Houston County

AL|01|80496|Wedowee town|Incorporated Place|A|Randolph County

AL|01|80928|West Blocton town|Incorporated Place|A|Bibb County

AL|01|81336|West Jefferson town|Incorporated Place|A|Jefferson County

AL|01|81504|Westover town|Incorporated Place|A|Shelby County

AL|01|81528|West Point town|Incorporated Place|A|Cullman County

AL|01|81720|Wetumpka city|Incorporated Place|A|Elmore County

AL|01|81912|White Hall town|Incorporated Place|A|Lowndes County

AL|01|82848|Wilsonville town|Incorporated Place|A|Shelby County

AL|01|82872|Wilton town|Incorporated Place|A|Shelby County

AL|01|82992|Winfield city|Incorporated Place|A|Fayette County, Marion County

AL|01|83400|Woodland town|Incorporated Place|A|Randolph County

AL|01|83640|Woodstock town|Incorporated Place|A|Bibb County, Tuscaloosa County

AL|01|83664|Woodville town|Incorporated Place|A|Jackson County

AL|01|83976|Yellow Bluff town|Incorporated Place|A|Wilcox County

AL|01|84096|York city|Incorporated Place|A|Sumter County

AK|02|00065|Adak city|Incorporated Place|A|Aleutians West Census Area

AK|02|00650|Akhiok city|Incorporated Place|A|Kodiak Island Borough

AK|02|00870|Akiak city|Incorporated Place|A|Bethel Census Area

AK|02|01090|Akutan city|Incorporated Place|A|Aleutians East Borough

AK|02|01200|Alakanuk city|Incorporated Place|A|Wade Hampton Census Area

AK|02|01420|Aleknagik city|Incorporated Place|A|Dillingham Census Area

AK|02|01860|Allakaket city|Incorporated Place|A|Yukon-Koyukuk Census Area

AK|02|01970|Ambler city|Incorporated Place|A|Northwest Arctic Borough

AK|02|02080|Anaktuvuk Pass city|Incorporated Place|A|North Slope Borough

AK|02|03000|Anchorage municipality|Incorporated Place|A|Anchorage Municipality

AK|02|03220|Anderson city|Incorporated Place|A|Denali Borough

AK|02|03440|Angoon city|Incorporated Place|A|Hoonah-Angoon Census Area

AK|02|03550|Aniak city|Incorporated Place|A|Bethel Census Area

AK|02|03880|Anvik city|Incorporated Place|A|Yukon-Koyukuk Census Area

AK|02|04210|Atka city|Incorporated Place|A|Aleutians West Census Area

AK|02|04500|Atqasuk city|Incorporated Place|A|North Slope Borough

AK|02|05200|Barrow city|Incorporated Place|A|North Slope Borough

AK|02|06520|Bethel city|Incorporated Place|A|Bethel Census Area

AK|02|06630|Bettles city|Incorporated Place|A|Yukon-Koyukuk Census Area

AK|02|08740|Brevig Mission city|Incorporated Place|A|Nome Census Area

AK|02|09600|Buckland city|Incorporated Place|A|Northwest Arctic Borough

AK|02|12680|Chefornak city|Incorporated Place|A|Bethel Census Area

AK|02|13230|Chevak city|Incorporated Place|A|Wade Hampton Census Area

AK|02|13550|Chignik city|Incorporated Place|A|Lake and Peninsula Borough

AK|02|14330|Chuathbaluk city|Incorporated Place|A|Bethel Census Area

AK|02|15430|Clark's Point city|Incorporated Place|A|Dillingham Census Area

AK|02|16360|Coffman Cove city|Incorporated Place|A|Prince of Wales-Hyder Census Area

AK|02|16530|Cold Bay city|Incorporated Place|A|Aleutians East Borough

AK|02|17410|Cordova city|Incorporated Place|A|Valdez-Cordova Census Area

AK|02|17740|Craig city|Incorporated Place|A|Prince of Wales-Hyder Census Area

AK|02|18510|Deering city|Incorporated Place|A|Northwest Arctic Borough

AK|02|18620|Delta Junction city|Incorporated Place|A|Southeast Fairbanks Census Area

AK|02|18950|Dillingham city|Incorporated Place|A|Dillingham Census Area

AK|02|19060|Diomede city|Incorporated Place|A|Nome Census Area

AK|02|20380|Eagle city|Incorporated Place|A|Southeast Fairbanks Census Area

AK|02|21040|Eek city|Incorporated Place|A|Bethel Census Area

AK|02|21150|Egegik city|Incorporated Place|A|Lake and Peninsula Borough

AK|02|21810|Ekwok city|Incorporated Place|A|Dillingham Census Area

AK|02|22250|Elim city|Incorporated Place|A|Nome Census Area

AK|02|22910|Emmonak city|Incorporated Place|A|Wade Hampton Census Area

AK|02|24230|Fairbanks city|Incorporated Place|A|Fairbanks North Star Borough

AK|02|24660|False Pass city|Incorporated Place|A|Aleutians East Borough

AK|02|26760|Fort Yukon city|Incorporated Place|A|Yukon-Koyukuk Census Area

AK|02|27530|Galena city|Incorporated Place|A|Yukon-Koyukuk Census Area

AK|02|27640|Gambell city|Incorporated Place|A|Nome Census Area

AK|02|29180|Golovin city|Incorporated Place|A|Nome Census Area

AK|02|29290|Goodnews Bay city|Incorporated Place|A|Bethel Census Area

AK|02|30060|Grayling city|Incorporated Place|A|Yukon-Koyukuk Census Area

AK|02|30940|Gustavus city|Incorporated Place|A|Hoonah-Angoon Census Area

AK|02|33030|Holy Cross city|Incorporated Place|A|Yukon-Koyukuk Census Area

AK|02|33140|Homer city|Incorporated Place|A|Kenai Peninsula Borough

AK|02|33360|Hoonah city|Incorporated Place|A|Hoonah-Angoon Census Area

AK|02|33470|Hooper Bay city|Incorporated Place|A|Wade Hampton Census Area

AK|02|33800|Houston city|Incorporated Place|A|Matanuska-Susitna Borough

AK|02|33910|Hughes city|Incorporated Place|A|Yukon-Koyukuk Census Area

AK|02|34350|Huslia city|Incorporated Place|A|Yukon-Koyukuk Census Area

AK|02|34460|Hydaburg city|Incorporated Place|A|Prince of Wales-Hyder Census Area

AK|02|36400|Juneau city and borough|Incorporated Place|A|Juneau City and Borough

AK|02|36550|Kachemak city|Incorporated Place|A|Kenai Peninsula Borough

AK|02|36770|Kake city|Incorporated Place|A|Petersburg Census Area

AK|02|36990|Kaktovik city|Incorporated Place|A|North Slope Borough

AK|02|37430|Kaltag city|Incorporated Place|A|Yukon-Koyukuk Census Area

AK|02|37650|Kasaan city|Incorporated Place|A|Prince of Wales-Hyder Census Area

AK|02|38420|Kenai city|Incorporated Place|A|Kenai Peninsula Borough

AK|02|38970|Ketchikan city|Incorporated Place|A|Ketchikan Gateway Borough

AK|02|39300|Kiana city|Incorporated Place|A|Northwest Arctic Borough

AK|02|39410|King Cove city|Incorporated Place|A|Aleutians East Borough

AK|02|39960|Kivalina city|Incorporated Place|A|Northwest Arctic Borough

AK|02|40400|Klawock city|Incorporated Place|A|Prince of Wales-Hyder Census Area

AK|02|40840|Kobuk city|Incorporated Place|A|Northwest Arctic Borough

AK|02|40950|Kodiak city|Incorporated Place|A|Kodiak Island Borough

AK|02|41720|Kotlik city|Incorporated Place|A|Wade Hampton Census Area

AK|02|41830|Kotzebue city|Incorporated Place|A|Northwest Arctic Borough

AK|02|41940|Koyuk city|Incorporated Place|A|Nome Census Area

AK|02|42050|Koyukuk city|Incorporated Place|A|Yukon-Koyukuk Census Area

AK|02|42160|Kupreanof city|Incorporated Place|A|Petersburg Census Area

AK|02|42380|Kwethluk city|Incorporated Place|A|Bethel Census Area

AK|02|43040|Larsen Bay city|Incorporated Place|A|Kodiak Island Borough

AK|02|45460|Lower Kalskag city|Incorporated Place|A|Bethel Census Area

AK|02|46010|McGrath city|Incorporated Place|A|Yukon-Koyukuk Census Area

AK|02|46890|Manokotak city|Incorporated Place|A|Dillingham Census Area

AK|02|47000|Marshall city|Incorporated Place|A|Wade Hampton Census Area

AK|02|47990|Mekoryuk city|Incorporated Place|A|Bethel Census Area

AK|02|51180|Mountain Village city|Incorporated Place|A|Wade Hampton Census Area

AK|02|52390|Napakiak city|Incorporated Place|A|Bethel Census Area

AK|02|52720|Napaskiak city|Incorporated Place|A|Bethel Census Area

AK|02|53050|Nenana city|Incorporated Place|A|Yukon-Koyukuk Census Area

AK|02|53270|Newhalen city|Incorporated Place|A|Lake and Peninsula Borough

AK|02|53710|New Stuyahok city|Incorporated Place|A|Dillingham Census Area

AK|02|53930|Nightmute city|Incorporated Place|A|Bethel Census Area

AK|02|54150|Nikolai city|Incorporated Place|A|Yukon-Koyukuk Census Area

AK|02|54920|Nome city|Incorporated Place|A|Nome Census Area

AK|02|55030|Nondalton city|Incorporated Place|A|Lake and Peninsula Borough

AK|02|55140|Noorvik city|Incorporated Place|A|Northwest Arctic Borough

AK|02|55910|North Pole city|Incorporated Place|A|Fairbanks North Star Borough

AK|02|56320|Nuiqsut city|Incorporated Place|A|North Slope Borough

AK|02|56350|Nulato city|Incorporated Place|A|Yukon-Koyukuk Census Area

AK|02|56600|Nunam Iqua city|Incorporated Place|A|Wade Hampton Census Area

AK|02|56680|Nunapitchuk city|Incorporated Place|A|Bethel Census Area

AK|02|57340|Old Harbor city|Incorporated Place|A|Kodiak Island Borough

AK|02|58550|Ouzinkie city|Incorporated Place|A|Kodiak Island Borough

AK|02|58660|Palmer city|Incorporated Place|A|Matanuska-Susitna Borough

AK|02|59650|Pelican city|Incorporated Place|A|Hoonah-Angoon Census Area

AK|02|60310|Petersburg city|Incorporated Place|A|Petersburg Census Area

AK|02|60640|Pilot Point city|Incorporated Place|A|Lake and Peninsula Borough

AK|02|60750|Pilot Station city|Incorporated Place|A|Wade Hampton Census Area

AK|02|61080|Platinum city|Incorporated Place|A|Bethel Census Area

AK|02|61630|Point Hope city|Incorporated Place|A|North Slope Borough

AK|02|62510|Port Alexander city|Incorporated Place|A|Petersburg Census Area

AK|02|63390|Port Heiden city|Incorporated Place|A|Lake and Peninsula Borough

AK|02|63610|Port Lions city|Incorporated Place|A|Kodiak Island Borough

AK|02|64600|Quinhagak city|Incorporated Place|A|Bethel Census Area

AK|02|65590|Ruby city|Incorporated Place|A|Yukon-Koyukuk Census Area

AK|02|65700|Russian Mission city|Incorporated Place|A|Wade Hampton Census Area

AK|02|65800|St. George city|Incorporated Place|A|Aleutians West Census Area

AK|02|66140|St. Mary's city|Incorporated Place|A|Wade Hampton Census Area

AK|02|66360|St. Michael city|Incorporated Place|A|Nome Census Area

AK|02|66470|St. Paul city|Incorporated Place|A|Aleutians West Census Area

AK|02|67020|Sand Point city|Incorporated Place|A|Aleutians East Borough

AK|02|67460|Savoonga city|Incorporated Place|A|Nome Census Area

AK|02|67570|Saxman city|Incorporated Place|A|Ketchikan Gateway Borough

AK|02|67680|Scammon Bay city|Incorporated Place|A|Wade Hampton Census Area

AK|02|68230|Selawik city|Incorporated Place|A|Northwest Arctic Borough

AK|02|68340|Seldovia city|Incorporated Place|A|Kenai Peninsula Borough

AK|02|68560|Seward city|Incorporated Place|A|Kenai Peninsula Borough

AK|02|68670|Shageluk city|Incorporated Place|A|Yukon-Koyukuk Census Area

AK|02|68890|Shaktoolik city|Incorporated Place|A|Nome Census Area

AK|02|69770|Shishmaref city|Incorporated Place|A|Nome Census Area

AK|02|70100|Shungnak city|Incorporated Place|A|Northwest Arctic Borough

AK|02|70540|Sitka city and borough|Incorporated Place|A|Sitka City and Borough

AK|02|71640|Soldotna city|Incorporated Place|A|Kenai Peninsula Borough

AK|02|72960|Stebbins city|Incorporated Place|A|Nome Census Area

AK|02|75160|Tanana city|Incorporated Place|A|Yukon-Koyukuk Census Area

AK|02|75930|Teller city|Incorporated Place|A|Nome Census Area

AK|02|76260|Tenakee Springs city|Incorporated Place|A|Hoonah-Angoon Census Area

AK|02|77140|Thorne Bay city|Incorporated Place|A|Prince of Wales-Hyder Census Area

AK|02|77690|Togiak city|Incorporated Place|A|Dillingham Census Area

AK|02|78240|Toksook Bay city|Incorporated Place|A|Bethel Census Area

AK|02|80660|Unalakleet city|Incorporated Place|A|Nome Census Area

AK|02|80770|Unalaska city|Incorporated Place|A|Aleutians West Census Area

AK|02|81320|Upper Kalskag city|Incorporated Place|A|Bethel Census Area

AK|02|82200|Valdez city|Incorporated Place|A|Valdez-Cordova Census Area

AK|02|82750|Wainwright city|Incorporated Place|A|North Slope Borough

AK|02|82860|Wales city|Incorporated Place|A|Nome Census Area

AK|02|83080|Wasilla city|Incorporated Place|A|Matanuska-Susitna Borough

AK|02|84070|White Mountain city|Incorporated Place|A|Nome Census Area

AK|02|84510|Whittier city|Incorporated Place|A|Valdez-Cordova Census Area

AK|02|86380|Wrangell city and borough|Incorporated Place|A|Wrangell City and Borough

AZ|04|02830|Apache Junction city|Incorporated Place|A|Maricopa County, Pinal County

AZ|04|04720|Avondale city|Incorporated Place|A|Maricopa County

AZ|04|05770|Benson city|Incorporated Place|A|Cochise County

AZ|04|06260|Bisbee city|Incorporated Place|A|Cochise County

AZ|04|07940|Buckeye town|Incorporated Place|A|Maricopa County

AZ|04|08220|Bullhead City city|Incorporated Place|A|Mohave County

AZ|04|09690|Camp Verde town|Incorporated Place|A|Yavapai County

AZ|04|10180|Carefree town|Incorporated Place|A|Maricopa County

AZ|04|10530|Casa Grande city|Incorporated Place|A|Pinal County

AZ|04|11300|Cave Creek town|Incorporated Place|A|Maricopa County

AZ|04|12000|Chandler city|Incorporated Place|A|Maricopa County

AZ|04|12840|Chino Valley town|Incorporated Place|A|Yavapai County

AZ|04|13890|Clarkdale town|Incorporated Place|A|Yavapai County

AZ|04|14380|Clifton town|Incorporated Place|A|Greenlee County

AZ|04|14870|Colorado City town|Incorporated Place|A|Mohave County

AZ|04|15500|Coolidge city|Incorporated Place|A|Pinal County

AZ|04|16410|Cottonwood city|Incorporated Place|A|Yavapai County

AZ|04|19145|Dewey-Humboldt town|Incorporated Place|A|Yavapai County

AZ|04|20050|Douglas city|Incorporated Place|A|Cochise County

AZ|04|20750|Duncan town|Incorporated Place|A|Greenlee County

AZ|04|20960|Eagar town|Incorporated Place|A|Apache County

AZ|04|22220|El Mirage city|Incorporated Place|A|Maricopa County

AZ|04|22360|Eloy city|Incorporated Place|A|Pinal County

AZ|04|23620|Flagstaff city|Incorporated Place|A|Coconino County

AZ|04|23760|Florence town|Incorporated Place|A|Pinal County

AZ|04|25300|Fountain Hills town|Incorporated Place|A|Maricopa County

AZ|04|25720|Fredonia town|Incorporated Place|A|Coconino County

AZ|04|27050|Gila Bend town|Incorporated Place|A|Maricopa County

AZ|04|27400|Gilbert town|Incorporated Place|A|Maricopa County

AZ|04|27820|Glendale city|Incorporated Place|A|Maricopa County

AZ|04|28030|Globe city|Incorporated Place|A|Gila County

AZ|04|28380|Goodyear city|Incorporated Place|A|Maricopa County

AZ|04|30270|Guadalupe town|Incorporated Place|A|Maricopa County

AZ|04|32020|Hayden town|Incorporated Place|A|Gila County, Pinal County

AZ|04|33280|Holbrook city|Incorporated Place|A|Navajo County

AZ|04|34120|Huachuca City town|Incorporated Place|A|Cochise County

AZ|04|36290|Jerome town|Incorporated Place|A|Yavapai County

AZ|04|37200|Kearny town|Incorporated Place|A|Pinal County

AZ|04|37620|Kingman city|Incorporated Place|A|Mohave County

AZ|04|39370|Lake Havasu City city|Incorporated Place|A|Mohave County

AZ|04|41330|Litchfield Park city|Incorporated Place|A|Maricopa County

AZ|04|43990|Mammoth town|Incorporated Place|A|Pinal County

AZ|04|44270|Marana town|Incorporated Place|A|Pima County, Pinal County

AZ|04|44410|Maricopa city|Incorporated Place|A|Pinal County

AZ|04|46000|Mesa city|Incorporated Place|A|Maricopa County

AZ|04|46350|Miami town|Incorporated Place|A|Gila County

AZ|04|49640|Nogales city|Incorporated Place|A|Santa Cruz County

AZ|04|51600|Oro Valley town|Incorporated Place|A|Pima County

AZ|04|51810|Page city|Incorporated Place|A|Coconino County

AZ|04|52930|Paradise Valley town|Incorporated Place|A|Maricopa County

AZ|04|53070|Parker town|Incorporated Place|A|La Paz County

AZ|04|53490|Patagonia town|Incorporated Place|A|Santa Cruz County

AZ|04|53700|Payson town|Incorporated Place|A|Gila County

AZ|04|54050|Peoria city|Incorporated Place|A|Maricopa County, Yavapai County

AZ|04|55000|Phoenix city|Incorporated Place|A|Maricopa County

AZ|04|55560|Pima town|Incorporated Place|A|Graham County

AZ|04|55980|Pinetop-Lakeside town|Incorporated Place|A|Navajo County

AZ|04|57380|Prescott city|Incorporated Place|A|Yavapai County

AZ|04|57450|Prescott Valley town|Incorporated Place|A|Yavapai County

AZ|04|58010|Quartzsite town|Incorporated Place|A|La Paz County

AZ|04|58150|Queen Creek town|Incorporated Place|A|Maricopa County, Pinal County

AZ|04|62000|Safford city|Incorporated Place|A|Graham County

AZ|04|62140|Sahuarita town|Incorporated Place|A|Pima County

AZ|04|62350|St. Johns city|Incorporated Place|A|Apache County

AZ|04|63470|San Luis city|Incorporated Place|A|Yuma County

AZ|04|65000|Scottsdale city|Incorporated Place|A|Maricopa County

AZ|04|65350|Sedona city|Incorporated Place|A|Coconino County, Yavapai County

AZ|04|66470|Show Low city|Incorporated Place|A|Navajo County
